Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
LOF,20/0.2,70/30,0.5069430051813472,0.5545227839492178,0.5296665223040278,0.9015233949945594,00:00:00,00:00:00.267915
Autoencoder,1,70/30,0.999546485260771,0.9993198821128996,0.9994331708423081,0.9998866521581429,00:00:58.221973,00:00:03.485246
Percentile,90/10,70/30,0.9961959106038992,0.9498979823169349,0.9724962283857491,0.9946273122959739,00:00:00,00:00:01.464642
HBOS,3,70/30,0.8975659229208925,0.8025391067785083,0.8473967684021543,0.9710963003264418,00:00:00.054688,00:00:02.739098
LOF,20/0.2,70/30,0.5093958375429379,0.5715257311267287,0.5386752136752138,0.9021128037722161,00:00:00,00:00:00.223239
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:03.965191
Percentile,90/10,70/30,0.9983173076923076,0.9415098617093629,0.9690817874227043,0.9939925643815741,00:00:00,00:00:01.491049
HBOS,3,70/30,0.8988140297754227,0.8075266379505781,0.8507284451874851,0.9716630395357272,00:00:00.054688,00:00:02.775421
LOF,20/0.2,70/30,0.5160157057243232,0.5660847880299252,0.5398918918918919,0.9035183170112441,00:00:00,00:00:00.236673
Autoencoder,1,70/30,0.9988674971687429,0.9997732940376332,0.9993201903467029,0.9998639825897715,00:00:58.221973,00:00:03.828040
Percentile,90/10,70/30,0.9976087996174079,0.9458172749943323,0.9710229256371465,0.9943552774755169,00:00:00,00:00:01.542506
HBOS,3,70/30,0.9009592947886959,0.7878032192246656,0.8405902273826802,0.9701215088864708,00:00:00.054688,00:00:02.732960
LOF,20/0.2,70/30,0.5153145695364238,0.5644978462933575,0.5387861084063617,0.9033596300326442,00:00:00,00:00:00.232047
Autoencoder,1,70/30,0.9988674971687429,0.9997732940376332,0.9993201903467029,0.9998639825897715,00:00:58.221973,00:00:04.089020
Percentile,90/10,70/30,0.9952153110047847,0.9430968034459306,0.9684553602607379,0.9938565469713456,00:00:00,00:00:01.452761
HBOS,3,70/30,0.8976720388846252,0.7955112219451371,0.8435096153846153,0.9704842219804135,00:00:00.054688,00:00:02.683477
LOF,20/0.2,70/30,0.48885113612231895,0.5218771253683971,0.5048245614035088,0.8976242292346753,00:00:00,00:00:00.228000
Autoencoder,1,70/30,0.9990937924784775,0.9997732940376332,0.9994334277620396,0.9998866521581429,00:00:58.221973,00:00:04.004524
Percentile,90/10,70/30,0.9907604832977968,0.9480843346180005,0.968952734012975,0.9939245556764599,00:00:00,00:00:01.458338
HBOS,3,70/30,0.897588864031817,0.8186352301065518,0.8562959449845862,0.9725244831338411,00:00:00.054688,00:00:02.710282
LOF,20/0.2,70/30,0.5025041736227045,0.5459079573792791,0.5233076170813865,0.9005486035545883,00:00:00,00:00:00.227112
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:03.935750
Percentile,90/10,70/30,0.9985710883543701,0.9505781002040353,0.9739837398373983,0.9949220166848023,00:00:00,00:00:01.417066
HBOS,3,70/30,0.8990504747626187,0.8156880525957833,0.8553429216688458,0.9724111352919841,00:00:00.054688,00:00:02.564547
LOF,20/0.2,70/30,0.5160621761658031,0.5644978462933575,0.5391944564746644,0.9035183170112441,00:00:00,00:00:00.224194
Autoencoder,1,70/30,0.9988674971687429,0.9997732940376332,0.9993201903467029,0.9998639825897715,00:00:58.221973,00:00:04.584091
Percentile,90/10,70/30,0.9921521997621878,0.9458172749943323,0.9684308263695449,0.9938338774029742,00:00:00,00:00:01.841159
HBOS,3,70/30,0.8977157360406092,0.8018589888914078,0.8470841815351454,0.9710509611896989,00:00:00.054688,00:00:03.255980
LOF,20/0.2,70/30,0.4981964778272862,0.5323055996372704,0.5146865409907935,0.8996191512513602,00:00:00,00:00:00.281711
Autoencoder,1,70/30,0.9990937924784775,0.9997732940376332,0.9994334277620396,0.9998866521581429,00:00:58.221973,00:00:05.628996
Percentile,90/10,70/30,0.9928383862497016,0.9428700974835638,0.9672093023255812,0.9936071817192601,00:00:00,00:00:01.447567
HBOS,3,70/30,0.9049887189771872,0.818408524144185,0.8595238095238096,0.9732499093217265,00:00:00.054688,00:00:02.625837
LOF,20/0.2,70/30,0.52358388972647,0.5511221945137157,0.5370002208968412,0.9049691693870149,00:00:00,00:00:00.216012
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:03.770299
Percentile,90/10,70/30,0.9950225171841669,0.9517116300158694,0.9728852838933951,0.9946953210010882,00:00:00,00:00:01.517610
HBOS,3,70/30,0.903118609406953,0.8009521650419406,0.8489727261804637,0.9715043525571273,00:00:00.054688,00:00:02.800053
LOF,20/0.2,70/30,0.5147364051473641,0.5622307866696894,0.5374363419655434,0.9032236126224157,00:00:00,00:00:00.239314
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:03.968404
Percentile,90/10,70/30,0.9936260623229461,0.9542053956019043,0.9735168266450793,0.9948086688429453,00:00:00,00:00:01.455949
HBOS,3,70/30,0.8964907851552638,0.8050328723645432,0.8483038700430006,0.9712096481682989,00:00:00.054688,00:00:02.704258
LOF,20/0.2,70/30,0.5109365045657253,0.5454545454545454,0.5276315789473685,0.9023394994559304,00:00:00,00:00:00.223805
Autoencoder,1,70/30,0.9990937924784775,0.9997732940376332,0.9994334277620396,0.9998866521581429,00:00:58.221973,00:00:03.976648
Percentile,90/10,70/30,0.9966531197704996,0.9451371571072319,0.9702117756574353,0.9941965904969169,00:00:00,00:00:01.548438
HBOS,3,70/30,0.9029175050301811,0.8138744048968488,0.85608680100155,0.9726378309756982,00:00:00.054688,00:00:02.869330
LOF,20/0.2,70/30,0.5048107761385503,0.535252777148039,0.5195862676056338,0.9010246644903881,00:00:00,00:00:00.233862
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:04.223878
Percentile,90/10,70/30,0.9919201520912547,0.946270686919066,0.9685578373361179,0.9938565469713456,00:00:00,00:00:01.345996
HBOS,3,70/30,0.8925805645765675,0.810020403536613,0.8492987877347277,0.9712549873050417,00:00:00.054688,00:00:02.636996
LOF,20/0.2,70/30,0.5025673940949936,0.5325323055996373,0.517116125481563,0.9005486035545883,00:00:00,00:00:00.212337
Autoencoder,1,70/30,0.9988674971687429,0.9997732940376332,0.9993201903467029,0.9998639825897715,00:00:58.221973,00:00:03.875329
Percentile,90/10,70/30,0.9978698224852071,0.955792337338472,0.9763779527559054,0.9953754080522307,00:00:00,00:00:01.869264
HBOS,3,70/30,0.9009752438109527,0.8168215824076174,0.8568370986920333,0.9727058396808125,00:00:00.054688,00:00:03.443949
LOF,20/0.2,70/30,0.5045685279187817,0.5633643164815235,0.5323479005998287,0.9010246644903881,00:00:00,00:00:00.313150
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:04.925002
Percentile,90/10,70/30,0.9966706302021403,0.9501246882793017,0.972841225626741,0.9946953210010882,00:00:00,00:00:02.197792
HBOS,3,70/30,0.8920682730923695,0.8057129902516437,0.8466944609886836,0.9708242655059848,00:00:00.054688,00:00:04.060913
LOF,20/0.2,70/30,0.5161622400658843,0.5683518476535933,0.5410012947777298,0.903563656147987,00:00:00,00:00:00.319507
Autoencoder,1,70/30,0.9988674971687429,0.9997732940376332,0.9993201903467029,0.9998639825897715,00:00:58.221973,00:00:05.333107
Percentile,90/10,70/30,0.9938722601932595,0.9560190433008389,0.9745782297203606,0.995012694958288,00:00:00,00:00:01.467151
HBOS,3,70/30,0.9000743863129185,0.8229426433915212,0.8597820937944102,0.9731592310482409,00:00:00.054688,00:00:02.660609
LOF,20/0.2,70/30,0.5005235602094241,0.5418272500566765,0.5203570650990638,0.9001178817555314,00:00:00,00:00:00.236003
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:05.571173
Percentile,90/10,70/30,0.9952324195470799,0.9464973928814328,0.9702533116430397,0.9941965904969169,00:00:00,00:00:01.711154
HBOS,3,70/30,0.8937765558610348,0.8107005214237134,0.8502139800285307,0.971436343852013,00:00:00.054688,00:00:02.965611
LOF,20/0.2,70/30,0.5085917854149203,0.5502153706642484,0.5285854295981705,0.9018634385201306,00:00:00,00:00:00.238804
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:04.632050
Percentile,90/10,70/30,0.9878946119154997,0.9435502153706643,0.965213358070501,0.9931991294885746,00:00:00,00:00:01.877177
HBOS,3,70/30,0.9011938023876048,0.8043527544774428,0.8500239578342118,0.9716177003989844,00:00:00.054688,00:00:03.444377
LOF,20/0.2,70/30,0.4989578991246353,0.5427340739061437,0.5199261591920947,0.89977783822996,00:00:00,00:00:00.283499
Autoencoder,1,70/30,0.9988674971687429,0.9997732940376332,0.9993201903467029,0.9998639825897715,00:00:58.221973,00:00:05.581557
Percentile,90/10,70/30,0.9943502824858758,0.9576059850374065,0.9756322901027832,0.9952167210736308,00:00:00,00:00:01.787841
HBOS,3,70/30,0.8956807274564283,0.8038993425527091,0.8473118279569892,0.9710282916213275,00:00:00.054688,00:00:03.116391
LOF,20/0.2,70/30,0.5041373603640877,0.5524824302879165,0.527203893996755,0.900911316648531,00:00:00,00:00:00.255320
Autoencoder,1,70/30,0.9988677536231884,1.0,0.999433556134587,0.9998866521581429,00:00:58.221973,00:00:04.936705
Percentile,90/10,70/30,0.9933696424342884,0.951031512128769,0.9717396340050961,0.994468625317374,00:00:00,00:00:01.723578
HBOS,3,70/30,0.9068369646882044,0.82090228973022,0.861732508329367,0.973657961552412,00:00:00.054688,00:00:03.027131
LOF,20/0.2,70/30,0.4960840890354493,0.5456812514169123,0.5197020403756881,0.8991430903155604,00:00:00,00:00:00.241763
Autoencoder,1,70/30,0.9990935871289373,0.9995465880752664,0.9993200362647325,0.9998639825897715,00:00:58.221973,00:00:04.969057
