Technique,Variable,Precision,Recall,F1,Accuracy,Time
HBOS,5,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.576782
HBOS,3,0.8976350158842217,0.8145419602818706,0.8540722082283795,0.9721670616872718,00:00:02.601285
HBOS,6,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.586170
HBOS,3,0.8976350158842217,0.8145419602818706,0.8540722082283795,0.9721670616872718,00:00:02.560984
HBOS,6,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.577131
HBOS,4,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.562068
HBOS,5,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.717908
HBOS,3,0.8976350158842217,0.8145419602818706,0.8540722082283795,0.9721670616872718,00:00:02.636219
HBOS,1,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.606074
HBOS,3,0.8976350158842217,0.8145419602818706,0.8540722082283795,0.9721670616872718,00:00:02.589440
HBOS,5,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.591253
HBOS,2,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.613651
HBOS,1,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.599257
HBOS,6,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.575482
HBOS,2,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.630573
HBOS,6,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.589362
HBOS,2,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.613088
HBOS,4,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.423964
HBOS,1,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.465494
HBOS,5,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.397967
HBOS,6,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.392455
HBOS,2,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.446331
HBOS,5,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.349420
HBOS,1,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.518157
HBOS,4,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.346366
HBOS,4,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.449999
HBOS,4,0.8982691628399859,0.8145419602818706,0.8543591466487486,0.9722311190826981,00:00:02.405523
HBOS,3,0.8976350158842217,0.8145419602818706,0.8540722082283795,0.9721670616872718,00:00:02.367774
HBOS,1,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.409316
HBOS,2,0.8650577838205302,0.8151825752722613,0.8393799472295514,0.968804048427391,00:00:02.538446
