Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
LOF,20/0.2,70/30,0.48639008822977287,0.5658440707578074,0.5231173026448617,0.8968401284039045,00:00:00,00:00:00.211220
Autoencoder,1,70/30,1.0,0.9567591177112906,0.9779017857142857,0.9956761950516454,00:00:44.811647,00:00:03.889618
Percentile,90/10,70/30,0.9924050632911392,0.9416903253985587,0.9663827879874496,0.9934487803812809,00:00:00,00:00:01.376097
HBOS,3,70/30,0.9,0.8038873116400961,0.849232898834929,0.9714585198611141,00:00:00.031341,00:00:02.535415
LOF,20/0.2,70/30,0.4885895997007108,0.5704302249399432,0.5263476070528966,0.897342388574673,00:00:00,00:00:00.216204
Autoencoder,1,70/30,1.0,0.9626556016597511,0.9809725158562368,0.9962658048173302,00:00:44.811647,00:00:03.748075
Percentile,90/10,70/30,0.9924554183813443,0.9480235859357938,0.9697308164860942,0.9940820649444239,00:00:00,00:00:01.377500
HBOS,3,70/30,0.8985111662531018,0.7907840139768508,0.8412126844000464,0.9701482759373703,00:00:00.031341,00:00:02.507677
LOF,20/0.2,70/30,0.4928530588907947,0.5647521292858703,0.5263586403419499,0.898368746314939,00:00:00,00:00:00.216648
Autoencoder,1,70/30,1.0,0.9593797772439397,0.9792688363798485,0.9959382438363942,00:00:44.811647,00:00:03.863541
Percentile,90/10,70/30,0.9963420210333791,0.95173618694038,0.9735284262258461,0.9948245365012119,00:00:00,00:00:01.387435
HBOS,3,70/30,0.8952131459871397,0.820921598602315,0.8564593301435406,0.9724848776013801,00:00:00.031341,00:00:02.554930
LOF,20/0.2,70/30,0.5259357780733422,0.6044987988643808,0.5624872993294047,0.905968161072653,00:00:00,00:00:00.212973
Autoencoder,1,70/30,1.0,0.9593797772439397,0.9792688363798485,0.9959382438363942,00:00:44.811647,00:00:03.941415
Percentile,90/10,70/30,0.9975169300225734,0.9650578728980127,0.9810189810189811,0.9962658048173302,00:00:00,00:00:01.397198
HBOS,3,70/30,0.8980335032774945,0.8078183009390697,0.8505403541043918,0.9716113816522176,00:00:00.031341,00:00:02.467127
LOF,20/0.2,70/30,0.4847671967809925,0.5525223848001747,0.5164319248826291,0.8965344048216977,00:00:00,00:00:00.210357
Autoencoder,1,70/30,1.0,0.9545752347674165,0.9767597765363129,0.9954578210643548,00:00:44.811647,00:00:03.849586
Percentile,90/10,70/30,0.9909235307465396,0.9537016815898668,0.9719563765858,0.994496975520276,00:00:00,00:00:01.387721
HBOS,3,70/30,0.90576171875,0.8102205721773313,0.8553314121037464,0.9725940645950254,00:00:00.031341,00:00:02.518899
LOF,20/0.2,70/30,0.49745810581811334,0.5769818737715658,0.5342770475227504,0.899416941453934,00:00:00,00:00:00.209920
Autoencoder,1,70/30,1.0,0.9613452718934266,0.9802917269791783,0.9961347804249557,00:00:44.811647,00:00:04.143582
Percentile,90/10,70/30,0.9949714285714286,0.9506442454684428,0.9723028813937905,0.9945843251151922,00:00:00,00:00:01.705781
HBOS,3,70/30,0.8989680825533958,0.8180825507752785,0.856620169220215,0.9726159019937545,00:00:00.031341,00:00:03.062323
