Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
HBOS,3,80/20,0.9032383925087788,0.8157152924594785,0.8572486576559898,0.9728281938325991,00:00:00.067212,00:00:02.466071
Percentile,90/10,80/20,0.995985401459854,0.9615926708949964,0.9784869128719972,0.9957709251101322,00:00:00,00:00:01.475241
Autoencoder,1,80/20,1.0,0.9749823819591261,0.9873327386262266,0.9974977973568282,00:00:19.080481,00:00:05.819025
HBOS,3,80/20,0.9021143304620204,0.8118393234672304,0.8545994065281899,0.9723700440528634,00:00:00.067212,00:00:02.597989
Percentile,90/10,80/20,0.995916852264291,0.94538407329105,0.9699927693420101,0.9941497797356829,00:00:00,00:00:01.480972
Autoencoder,1,80/20,1.0,0.9763918252290346,0.988054911748975,0.9976387665198237,00:00:19.080481,00:00:05.314961
HBOS,3,80/20,0.8996526437668854,0.821353065539112,0.8587216798673789,0.9729691629955947,00:00:00.067212,00:00:02.527701
Percentile,90/10,80/20,0.9974405850091408,0.9612403100775194,0.9790059214067828,0.9958766519823788,00:00:00,00:00:01.468220
Autoencoder,1,80/20,1.0,0.9728682170542635,0.9862475442043221,0.9972863436123348,00:00:19.080481,00:00:05.273840
HBOS,3,80/20,0.8977794793261868,0.8262861169837914,0.8605504587155963,0.973215859030837,00:00:00.067212,00:00:02.400418
Percentile,90/10,80/20,0.9926578560939795,0.952783650458069,0.972312117943186,0.9945726872246696,00:00:00,00:00:01.602894
Autoencoder,1,80/20,1.0,0.9704016913319239,0.9849785407725321,0.9970396475770925,00:00:19.080481,00:00:05.217097
HBOS,3,80/20,0.9027993779160186,0.8181818181818182,0.8584103512014788,0.9730044052863436,00:00:00.067212,00:00:02.430646
Percentile,90/10,80/20,0.9951994091580503,0.9496124031007752,0.9718716191849981,0.9945022026431718,00:00:00,00:00:01.532484
Autoencoder,1,80/20,1.0,0.9749823819591261,0.9873327386262266,0.9974977973568282,00:00:19.080481,00:00:05.443600
HBOS,3,80/20,0.8963911525029103,0.813953488372093,0.8531855955678671,0.9719823788546256,00:00:00.067212,00:00:02.448130
Percentile,90/10,80/20,0.9941133186166299,0.9520789288231148,0.97264218862491,0.9946431718061673,00:00:00,00:00:01.490320
Autoencoder,1,80/20,1.0,0.9756871035940803,0.9876939539860888,0.997568281938326,00:00:19.080481,00:00:05.377249
HBOS,3,80/20,0.896927265655387,0.8125440451021846,0.8526529857644666,0.9719118942731277,00:00:00.067212,00:00:02.502540
Percentile,90/10,80/20,0.9927140255009107,0.9601832276250881,0.9761776822496865,0.9953127753303965,00:00:00,00:00:01.532042
Autoencoder,1,80/20,1.0,0.9732205778717407,0.9864285714285714,0.9973215859030837,00:00:19.080481,00:00:04.827807
HBOS,3,80/20,0.8919336163643381,0.8143058491895702,0.8513538404862773,0.9715594713656388,00:00:00.067212,00:00:02.441724
Percentile,90/10,80/20,0.9915874177029993,0.9552501761804087,0.9730796841349605,0.9947136563876652,00:00:00,00:00:01.395548
Autoencoder,1,80/20,1.0,0.9753347427766033,0.987513378523011,0.9975330396475771,00:00:19.080481,00:00:04.796540
HBOS,3,80/20,0.8955520254169976,0.7945736434108527,0.8420463032113518,0.9701850220264318,00:00:00.067212,00:00:02.109211
Percentile,90/10,80/20,0.996301775147929,0.9492600422832981,0.9722121977625405,0.9945726872246696,00:00:00,00:00:01.562377
Autoencoder,1,80/20,1.0,0.9735729386892178,0.9866095340117836,0.9973568281938326,00:00:19.080481,00:00:04.843411
HBOS,3,80/20,0.8943308908600077,0.8171247357293869,0.8539863745166637,0.9720528634361233,00:00:00.067212,00:00:02.296710
Percentile,90/10,80/20,0.9966863033873343,0.9538407329105003,0.9747929420237667,0.9950660792951542,00:00:00,00:00:01.359202
Autoencoder,1,80/20,1.0,0.9746300211416491,0.987152034261242,0.9974625550660793,00:00:19.080481,00:00:04.859038
HBOS,3,80/20,0.8928847641144625,0.8136011275546159,0.8514011799410028,0.9715947136563877,00:00:00.067212,00:00:02.437325
Percentile,90/10,80/20,0.9988810145468109,0.9436222692036645,0.9704656640695779,0.9942555066079295,00:00:00,00:00:01.171759
Autoencoder,1,80/20,1.0,0.9718111346018323,0.9857040743388135,0.9971806167400881,00:00:19.080481,00:00:04.874655
HBOS,3,80/20,0.9047619047619048,0.7966878083157153,0.8472924864155893,0.9712775330396476,00:00:00.067212,00:00:02.343551
Percentile,90/10,80/20,0.9893772893772894,0.9517265680056378,0.9701867816091955,0.9941497797356829,00:00:00,00:00:01.359300
Autoencoder,1,80/20,1.0,0.9693446088794926,0.9844337090713903,0.9969339207048458,00:00:19.080481,00:00:04.823512
HBOS,3,80/20,0.8922155688622755,0.7875264270613108,0.836608646827625,0.9692334801762115,00:00:00.067212,00:00:02.296744
Percentile,90/10,80/20,0.9956188389923329,0.9608879492600423,0.9779451317912856,0.9956651982378855,00:00:00,00:00:01.343632
Autoencoder,1,80/20,1.0,0.9728682170542635,0.9862475442043221,0.9972863436123348,00:00:19.080481,00:00:04.874663
HBOS,3,80/20,0.8942232630757221,0.8072586328400282,0.8485185185185186,0.9711718061674008,00:00:00.067212,00:00:02.124826
Percentile,90/10,80/20,0.9937338739402876,0.9499647639182522,0.971356512340119,0.9943964757709252,00:00:00,00:00:01.515508
Autoencoder,1,80/20,1.0,0.9714587737843552,0.9855227882037534,0.9971453744493393,00:00:19.080481,00:00:04.827790
HBOS,3,80/20,0.89944576405384,0.8005637773079634,0.8471290082028337,0.9711013215859031,00:00:00.067212,00:00:02.406087
Percentile,90/10,80/20,0.9963302752293578,0.9566596194503171,0.9760920366708611,0.9953127753303965,00:00:00,00:00:01.171762
Autoencoder,1,80/20,1.0,0.9749823819591261,0.9873327386262266,0.9974977973568282,00:00:19.080481,00:00:04.874664
HBOS,3,80/20,0.8911042944785276,0.8188865398167724,0.8534704370179949,0.9718766519823788,00:00:00.067212,00:00:02.556998
Percentile,90/10,80/20,0.9934258582907232,0.9584214235377027,0.9756097560975611,0.9952070484581498,00:00:00,00:00:01.229014
Autoencoder,1,80/20,1.0,0.9735729386892178,0.9866095340117836,0.9973568281938326,00:00:19.080481,00:00:05.187122
HBOS,3,80/20,0.8999609222352482,0.8114869626497534,0.853437094682231,0.9721233480176211,00:00:00.067212,00:00:02.296715
Percentile,90/10,80/20,0.9966850828729282,0.9534883720930233,0.9746083198271205,0.9950308370044053,00:00:00,00:00:01.421767
Autoencoder,1,80/20,1.0,0.9735729386892178,0.9866095340117836,0.9973568281938326,00:00:19.080481,00:00:04.827788
HBOS,3,80/20,0.8940944881889764,0.8002114164904862,0.8445518780215694,0.9705374449339207,00:00:00.067212,00:00:02.234240
Percentile,90/10,80/20,0.994119808893789,0.9531360112755461,0.9731966180967799,0.9947488986784141,00:00:00,00:00:01.281152
