Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
Percentile,90/10,60/40,0.9940891993551854,0.9500171174255392,0.9715536105032824,0.9944368366997604,00:00:00,00:00:02.392041
HBOS,3,60/40,0.8980436418359669,0.8171858952413557,0.8557089084065245,0.9724409448818898,00:00:00.032996,00:00:04.677722
LOF,20/0.2,60/40,0.48360083740404747,0.593118794933242,0.5327900361343892,0.8959774049982883,00:00:00,00:00:00.362820
Autoencoder,1,60/40,1.0,0.9609722697706266,0.9800977653631284,0.9960972269770626,00:00:21.077593,00:00:07.383282
Percentile,90/10,60/40,0.9908847184986596,0.9489900718931873,0.9694850048089535,0.9940260184868196,00:00:00,00:00:02.015474
HBOS,3,60/40,0.8939681335356601,0.8067442656624444,0.8481194889328775,0.9711057856898323,00:00:00.032996,00:00:03.574992
LOF,20/0.2,60/40,0.48487699959672,0.6174255391989045,0.5431819893080341,0.8961485792536803,00:00:00,00:00:00.299702
Autoencoder,1,60/40,1.0,0.9631975350907224,0.9812538146307437,0.9963197535090722,00:00:21.077593,00:00:04.013766
Percentile,90/10,60/40,0.9917827795641301,0.9503594659363231,0.9706293706293705,0.9942485450188292,00:00:00,00:00:01.967489
HBOS,3,60/40,0.9007444168734491,0.8077713111947963,0.8517281833769514,0.9718760698390962,00:00:00.032996,00:00:03.665069
LOF,20/0.2,60/40,0.4719911259012757,0.5826771653543307,0.5215259690516317,0.8930845600821636,00:00:00,00:00:00.294531
Autoencoder,1,60/40,1.0,0.9566929133858267,0.9778672032193159,0.9956692913385827,00:00:21.077593,00:00:04.096757
Percentile,90/10,60/40,0.9921791681478849,0.9554946935980828,0.973491454482037,0.9947963026360835,00:00:00,00:00:02.083060
HBOS,3,60/40,0.8879730236043462,0.8113659705580281,0.8479427549194991,0.9709003765833618,00:00:00.032996,00:00:03.586822
LOF,20/0.2,60/40,0.48469179480201385,0.609722697706265,0.5400651959669471,0.8961485792536803,00:00:00,00:00:00.309168
Autoencoder,1,60/40,1.0,0.9659363231769942,0.9826730518067044,0.9965936323176994,00:00:21.077593,00:00:04.103339
Percentile,90/10,60/40,0.9958773973830436,0.9510441629578912,0.9729445757814553,0.9947107155083875,00:00:00,00:00:01.861608
HBOS,3,60/40,0.8959429000751314,0.8165011982197877,0.8543793659322944,0.9721670660732625,00:00:00.032996,00:00:03.588480
LOF,20/0.2,60/40,0.4880389241789431,0.6181102362204725,0.5454270825466355,0.8969702156795618,00:00:00,00:00:00.289003
Autoencoder,1,60/40,1.0,0.9606299212598425,0.9799196787148594,0.9960629921259843,00:00:21.077593,00:00:04.067643
Percentile,90/10,60/40,0.9946197991391679,0.9493324204039713,0.9714485899456997,0.9944197192742211,00:00:00,00:00:02.013723
HBOS,3,60/40,0.8979513689450508,0.8028072577884287,0.8477180298237686,0.9711571379664499,00:00:00.032996,00:00:03.584634
LOF,20/0.2,60/40,0.48142008564718886,0.5965422800410818,0.5328338812017429,0.8953954125299555,00:00:00,00:00:00.303886
Autoencoder,1,60/40,1.0,0.9616569667921945,0.980453752181501,0.9961656966792194,00:00:21.077593,00:00:04.267770
Percentile,90/10,60/40,0.9945887445887446,0.9438548442314276,0.9685578780959073,0.9938719616569668,00:00:00,00:00:01.997745
HBOS,3,60/40,0.8954449356140688,0.797500855871277,0.84363965595292,0.9704382060938035,00:00:00.032996,00:00:03.712283
LOF,20/0.2,60/40,0.4917640433619597,0.5979116740842177,0.5396678254152182,0.8979972612119137,00:00:00,00:00:00.302437
Autoencoder,1,60/40,1.0,0.9623416638137624,0.9808094905792044,0.9962341663813763,00:00:21.077593,00:00:03.806026
Percentile,90/10,60/40,0.9932118613790639,0.9517288599794591,0.972027972027972,0.9945224238274564,00:00:00,00:00:01.721166
HBOS,3,60/40,0.8937097385373247,0.8074289626840123,0.8483812949640288,0.9711400205409106,00:00:00.032996,00:00:03.099270
LOF,20/0.2,60/40,0.48166757197175447,0.6071550838753852,0.5371800696653036,0.8953782951044162,00:00:00,00:00:00.265403
Autoencoder,1,60/40,1.0,0.9638822321122903,0.9816089950318139,0.996388223211229,00:00:21.077593,00:00:03.351241
Percentile,90/10,60/40,0.9980434009249377,0.9604587470044506,0.9788904396371249,0.9958575830195139,00:00:00,00:00:01.621501
HBOS,3,60/40,0.8991109393119443,0.796302636083533,0.8445896877269425,0.9706949674768914,00:00:00.032996,00:00:03.243265
LOF,20/0.2,60/40,0.4784394250513347,0.5982540225950017,0.5316802312314597,0.8946080109551523,00:00:00,00:00:00.267547
Autoencoder,1,60/40,1.0,0.9621704895583704,0.9807205792549943,0.9962170489558371,00:00:21.077593,00:00:03.486636
Percentile,90/10,60/40,0.9942580297864705,0.9484765491270113,0.9708278580814718,0.9942998972954468,00:00:00,00:00:01.613820
HBOS,3,60/40,0.8990825688073395,0.8052036973639165,0.8495575221238938,0.9714823690516946,00:00:00.032996,00:00:03.212705
LOF,20/0.2,60/40,0.48357191547375594,0.6071550838753852,0.5383622979433863,0.895874700445053,00:00:00,00:00:00.265980
Autoencoder,1,60/40,1.0,0.9585758301951387,0.9788498514245763,0.9958575830195139,00:00:21.077593,00:00:03.513656
Percentile,90/10,60/40,0.9974968710888611,0.9549811708319069,0.9757761259291649,0.9952584731256419,00:00:00,00:00:01.672366
HBOS,3,60/40,0.8947566955865711,0.812050667579596,0.8513998564249821,0.9716535433070866,00:00:00.032996,00:00:03.113647
LOF,20/0.2,60/40,0.48952032634688425,0.5956864087641218,0.5374102385916145,0.8974495035946594,00:00:00,00:00:00.259747
Autoencoder,1,60/40,1.0,0.9626840123245464,0.9809872667015525,0.9962684012324546,00:00:21.077593,00:00:03.479905
Percentile,90/10,60/40,0.9933739255014327,0.9495035946593632,0.9709434622790126,0.994317014720986,00:00:00,00:00:01.577935
HBOS,3,60/40,0.8976928895612708,0.812564190345772,0.8530098831985625,0.9719958918178706,00:00:00.032996,00:00:03.144970
LOF,20/0.2,60/40,0.4822990420658059,0.5946593632317699,0.5326178612495208,0.8956350564875043,00:00:00,00:00:00.259020
Autoencoder,1,60/40,1.0,0.9662786716877781,0.9828501784626098,0.9966278671687778,00:00:21.077593,00:00:03.330173
Percentile,90/10,60/40,0.995682676740421,0.9474495035946594,0.970967458994825,0.9943341321465252,00:00:00,00:00:02.190013
HBOS,3,60/40,0.8973465039705597,0.7930503252310852,0.8419809177646524,0.9702327969873331,00:00:00.032996,00:00:03.753247
LOF,20/0.2,60/40,0.4787190920145926,0.6064703868538172,0.535075134033074,0.8946080109551523,00:00:00,00:00:00.309374
Autoencoder,1,60/40,1.0,0.9616569667921945,0.980453752181501,0.9961656966792194,00:00:21.077593,00:00:03.974639
Percentile,90/10,60/40,0.9946217282179993,0.9496747689147552,0.9716287215411559,0.9944539541252996,00:00:00,00:00:02.412072
HBOS,3,60/40,0.8984897725100364,0.8045190003423485,0.8489117673620518,0.9713625470729202,00:00:00.032996,00:00:04.501282
LOF,20/0.2,60/40,0.48530416951469585,0.6076686066415611,0.5396366952952801,0.8963197535090722,00:00:00,00:00:00.361276
Autoencoder,1,60/40,1.0,0.9597740499828826,0.9794741898855795,0.9959774049982882,00:00:21.077593,00:00:04.036275
Percentile,90/10,60/40,0.995695067264574,0.9501882916809312,0.9724095646842429,0.9946080109551524,00:00:00,00:00:01.984656
HBOS,3,60/40,0.8892655367231639,0.8082848339609723,0.8468436154949784,0.9707634371790482,00:00:00.032996,00:00:03.546883
LOF,20/0.2,60/40,0.49074989408275665,0.594830537487162,0.5378008202429777,0.897757617254365,00:00:00,00:00:00.291005
Autoencoder,1,60/40,1.0,0.9604587470044506,0.9798306120667074,0.996045874700445,00:00:21.077593,00:00:04.188589
Percentile,90/10,60/40,0.9944033218992598,0.9428277986990756,0.9679290044811527,0.9937521396781924,00:00:00,00:00:01.945621
HBOS,3,60/40,0.8985507246376812,0.8065730914070524,0.8500811834746528,0.9715508387538514,00:00:00.032996,00:00:03.627844
LOF,20/0.2,60/40,0.492156862745098,0.6015063334474495,0.5413649668772146,0.8980828483396097,00:00:00,00:00:00.292323
Autoencoder,1,60/40,1.0,0.9584046559397467,0.9787605978498383,0.9958404655939747,00:00:21.077593,00:00:04.151606
Percentile,90/10,60/40,0.9944898684678279,0.9577199589181787,0.9757586327171259,0.9952413557001027,00:00:00,00:00:02.067919
HBOS,3,60/40,0.8930451127819549,0.8132488873673399,0.851281132413546,0.9715850736049298,00:00:00.032996,00:00:03.790299
LOF,20/0.2,60/40,0.49003815175922,0.593632317699418,0.536883659725985,0.8975864429989729,00:00:00,00:00:00.311975
Autoencoder,1,60/40,1.0,0.9614857925368024,0.9803647787765075,0.9961485792536803,00:00:21.077593,00:00:05.505261
Percentile,90/10,60/40,0.9962640099626401,0.9585758301951387,0.9770566169414638,0.9954981170831907,00:00:00,00:00:01.907474
HBOS,3,60/40,0.8968253968253969,0.8123930160903801,0.8525238009700018,0.9718931872646354,00:00:00.032996,00:00:03.642238
LOF,20/0.2,60/40,0.490241891148983,0.6105785689832249,0.5438329013569142,0.8975693255734337,00:00:00,00:00:00.300139
Autoencoder,1,60/40,1.0,0.9649092776446423,0.9821413015070999,0.9964909277644642,00:00:21.077593,00:00:03.831379
Percentile,90/10,60/40,0.9937965260545906,0.9597740499828826,0.9764890282131661,0.9953782951044163,00:00:00,00:00:01.993453
HBOS,3,60/40,0.890237072988613,0.8163300239643958,0.8516831859987499,0.9715679561793906,00:00:00.032996,00:00:03.940182
LOF,20/0.2,60/40,0.479624257494129,0.594317014720986,0.5308462655760263,0.8949503594659364,00:00:00,00:00:00.310460
Autoencoder,1,60/40,1.0,0.9613146182814105,0.980275789841159,0.996131461828141,00:00:21.077593,00:00:04.397011
Percentile,90/10,60/40,0.9965900933237617,0.9505306401917152,0.9730155948834766,0.9947278329339267,00:00:00,00:00:01.989450
HBOS,3,60/40,0.8966176189566214,0.8031496062992126,0.8473137697516929,0.9710544334132146,00:00:00.032996,00:00:03.468431
LOF,20/0.2,60/40,0.477599671187834,0.5967134542964738,0.5305532303477666,0.8944026018486819,00:00:00,00:00:00.285393
Autoencoder,1,60/40,1.0,0.9647381033892503,0.9820526224080851,0.996473810338925,00:00:21.077593,00:00:03.873833
Percentile,90/10,60/40,0.9943748865904555,0.9380349195480999,0.9653835990487096,0.9932728517630949,00:00:00,00:00:01.990125
HBOS,3,60/40,0.8925588458618071,0.8048613488531325,0.8464446444644464,0.9707976720301267,00:00:00.032996,00:00:03.675523
LOF,20/0.2,60/40,0.480865224625624,0.593632317699418,0.5313313926765743,0.8952755905511811,00:00:00,00:00:00.297823
Autoencoder,1,60/40,1.0,0.9626840123245464,0.9809872667015525,0.9962684012324546,00:00:21.077593,00:00:04.089711
Percentile,90/10,60/40,0.9971499821873887,0.9582334816843546,0.9773044692737429,0.9955494693598083,00:00:00,00:00:01.951887
HBOS,3,60/40,0.8984539034166825,0.8057172201300924,0.8495623138705892,0.9714652516261554,00:00:00.032996,00:00:03.723912
LOF,20/0.2,60/40,0.47615108905431486,0.5912358781239302,0.5274893097128894,0.8940773707634372,00:00:00,00:00:00.301261
Autoencoder,1,60/40,1.0,0.9626840123245464,0.9809872667015525,0.9962684012324546,00:00:21.077593,00:00:04.076918
Percentile,90/10,60/40,0.9928212491026561,0.9469359808284834,0.9693359032766777,0.9940089010612804,00:00:00,00:00:01.938143
HBOS,3,60/40,0.8951998470070759,0.8012666894899008,0.845632734170355,0.9707463197535091,00:00:00.032996,00:00:03.694451
LOF,20/0.2,60/40,0.4853144915489055,0.5996234166381377,0.536447166921899,0.8963711057856898,00:00:00,00:00:00.292609
Autoencoder,1,60/40,1.0,0.9592605272167066,0.9792067097676044,0.9959260527216707,00:00:21.077593,00:00:04.113478
Percentile,90/10,60/40,0.9950142450142451,0.9565217391304348,0.9753883749345437,0.995172885997946,00:00:00,00:00:02.036880
HBOS,3,60/40,0.898635846911709,0.8118794933242041,0.8530575539568346,0.972030126668949,00:00:00.032996,00:00:03.650108
LOF,20/0.2,60/40,0.49750485167729414,0.6143444026018486,0.5497855392156863,0.8993837726805889,00:00:00,00:00:00.302231
Autoencoder,1,60/40,1.0,0.9608010955152345,0.9800087298123091,0.9960801095515235,00:00:21.077593,00:00:04.230269
